"","names","observationUnitName","seedInv.g","Grain.test.weight...lbs.bu","Grain.yield...bu.ac","Heading.time...Julian.date..JD..","Lodging.incidence...0.9.percentage.scale.","Plant.height...cm.","Scb","SBMV","balancedIX"
"359","19-20350","Aug_Urb_20-plot4207",1518.80520467281,0.416160481292216,1.17139897127218,-1.30010833673037,-0.239270621738729,-4.0378991763877,-1.62156464428487,0.641510127156805,8.17867383753203
"335","19-19324","Aug_Urb_20-plot4013",1597.58761515813,-1.35720786830885,3.93413286845127,-0.0664113872138046,-0.597211063558802,-3.24349847244785,-1.62156464428487,0.229665288101632,8.12958711621797
"73","19-10142","Aug_Urb_20-plot1418",1781.08082438978,0.342817627536597,5.21964452112283,-0.106731445894212,-0.0526653471629772,-0.994398825673343,-1.62156464428487,0.229665288101632,8.05633192871815
"515","19-24267","Aug_Urb_20-plot5419",1744.18273340298,-0.385480817061087,4.69026303149845,0.0261248689444642,-0.438632690552548,-2.71603421182705,-0.52395440548877,0.229665288101632,7.65397004931385
"269","19-17201","Aug_Urb_20-plot3606",1829.94586380473,0.565219421831543,10.6224972557547,1.38234881546242,-0.0915774311229782,0.910899357546953,1.12246095270538,0.229665288101632,7.4319815189303
"486","19-23337","Aug_Urb_20-plot5204",1798.03400132966,-0.840035452470538,9.04124720789794,0.496367785242626,-0.372178618406606,-0.923999968450588,1.67126607210343,-0.182179550953539,7.42314048050558
"320","19-18954","Aug_Urb_20-plot3912",1702.29841390445,-0.521320446199752,4.47756586355794,0.175399985512712,-0.558871148063543,-3.37547955765864,0.0248507139092811,0.229665288101632,7.3347181766693
"531","19-25162","Aug_Urb_20-plot5620",1956.59606800266,0.397657713704469,5.64895964435904,-0.766805831549391,0.307170855172339,0.280371031114683,-1.07275952488682,0.641510127156805,7.2466052947436
"351","19-20311","Aug_Urb_20-plot4115",1921.69246842055,-0.351545530119473,6.55128715424428,1.16741462766859,-0.357315424792906,-0.0600590162271288,-1.62156464428487,-1.41771406811906,7.24415193905771
"628","19-3453","Aug_Urb_20-plot216",1585.62054,-0.63945537917963,1.05699626641562,-0.234419275293789,-0.703525313550024,-5.17511222166772,-1.07275952488682,-0.014390912819951,7.22315732687912
"680","19-6637","Aug_Urb_20-plot819",1927.67594263463,0.235374194780555,7.61415010900035,0.493894860176823,-0.000149247438847588,-0.114403131667018,0.0248507139092811,0.641510127156805,7.16711723218234
"425","19-21760","Aug_Urb_20-plot4701",1701.30116820211,0.545540873311687,0.592708196773998,-0.401423925818449,-0.423402120070879,-4.21606310278864,-1.62156464428487,-0.182179550953539,7.15007519406018
"290","19-17828","Aug_Urb_20-plot3714",1672.38104283408,1.00165988354676,3.0190425322384,0.317734619840451,-0.0510801111940729,-2.27367913564785,-1.62156464428487,-0.182179550953539,7.14292652184244
"533","19-25201","Aug_Urb_20-plot5703",1741.19099629594,0.206885552334697,8.30288896283024,0.952984843296008,0.235778255748431,1.41198019288424,-1.07275952488682,0.229665288101632,7.05670990567875
"204","19-15159","Aug_Urb_20-plot3009",1864.84946338684,0.330735747150207,9.93305627598644,1.15457399132063,0.189891023654342,3.28644319577526,-1.07275952488682,-0.594024390008712,6.87867258485465
"123","19-12830","Aug_Urb_20-plot2119",1802.02298413905,-0.17937370513885,8.89068139974084,1.05603264971,-0.0887672687710901,1.89544727576585,-0.52395440548877,-1.82955890717423,6.83085875397789
"105","19-11770","Aug_Urb_20-plot1903",1976.54098204958,0.854172163303097,9.53906498461308,1.13070784395507,0.261456288109524,3.33768370328481,-1.07275952488682,-0.182179550953539,6.61606393164995
"336","19-19327","Aug_Urb_20-plot4014",1473.92914806724,-2.36705591227017,-1.07702847486834,-0.947007116754691,-0.903091745093624,-6.32518124494443,-1.62156464428487,0.229665288101632,6.57578025295516
"644","19-3937","Aug_Urb_20-plot319",1723.240575,0.272030275411616,7.78257888334807,-0.712950919045142,0.82773762677072,3.69599797608159,-1.62156464428487,-0.014390912819951,6.56070933650729
"727","19-UG-99-5","Aug_Urb_20-plot6818",1941.63738246747,-0.205676753211861,7.48110968644654,1.49333324940773,-0.36797675938431,0.241295797669849,-1.07275952488682,0.641510127156805,6.55602425586066
"303","19-18156","Aug_Urb_20-plot3809",1801.0257384367,0.308138176732967,5.1914580077194,0.757626212682453,-0.279992832816907,-0.758219889252643,-1.07275952488682,-0.182179550953539,6.46442518528128
"476","19-23059","Aug_Urb_20-plot5105",1791.05328141324,-1.19385801294761,0.410719598941256,-0.303191379791429,-1.0174861880204,-7.49238476050355,1.12246095270538,0.229665288101632,6.42948945803164
"662","19-5122","Aug_Urb_20-plot520",1869.83569189857,0.222687325292675,8.95128873682256,0.863161339704419,0.0109519880106612,1.31581549490983,0.573655833307332,-0.014390912819951,6.31359745975231
"668","19-5549","Aug_Urb_20-plot619",1524.78867888688,-1.48571911520237,0.495429238274809,-2.15537152000741,-0.639943773089576,-7.0870052673995,2.76887631089954,-0.182179550953539,6.27161504491938
"670","19-5632","Aug_Urb_20-plot701",1793.04777281793,-0.84268712346725,4.19845668538514,-1.4120320105655,-0.226500473119983,-3.56545873324717,2.76887631089954,-1.00586922906388,6.23719486383061
"477","19-23064","Aug_Urb_20-plot5107",1642.4636717637,0.103708395654415,1.244310626065,0.377594928903648,-0.610288533886898,-4.05610840053265,-1.07275952488682,-0.182179550953539,6.09298270814642
"423","19-21744","Aug_Urb_20-plot4619",1741.19099629594,0.378270224364307,0.881427882175998,0.191565343749801,-0.46974867804872,-3.41263172862516,-1.62156464428487,-0.594024390008712,6.06170012102056
"408","19-21629","Aug_Urb_20-plot4604",1485.89609649539,-2.19413332501055,-5.80864953989829,-1.83139301551654,-1.51434363353731,-13.3998471657737,2.22007119150148,0.229665288101632,6.04803646535982
"495","19-23855","Aug_Urb_20-plot5302",1565.67575268307,0.361467375214438,2.63339602339175,-0.368899709546412,-0.0813342731982214,-0.96489904564649,-1.62156464428487,-1.00586922906388,6.02096041774272
"664","19-5152","Aug_Urb_20-plot604",1857.86874347041,-0.833184503401192,10.0849353143431,1.14286611750953,0.0195888915198177,2.9773559750133,-0.52395440548877,0.229665288101632,6.014659053583
"547","19-25469","Aug_Urb_20-plot5806",1791.05328141324,1.18144235177243,6.13649840770927,0.569743264851212,0.255038167233687,1.33082169982799,-1.07275952488682,0.229665288101632,5.84199782177769
"648","19-4134","Aug_Urb_20-plot410",1672.38099,-1.02182591722847,6.79734229264315,0.909646691940907,-0.425125502694825,-0.415398630232275,0.0248507139092811,-0.014390912819951,5.77092828661599
"410","19-21633","Aug_Urb_20-plot4603",1691.32871117865,-0.353464673365444,2.57153300274391,-0.11896919412888,-0.657009479694343,-4.89914901072913,1.67126607210343,0.229665288101632,5.68423647679035
"231","19-16129","Aug_Urb_20-plot3219",1623.51600341913,0.441980011850198,4.57715827537105,0.950833234248023,-0.120930121879067,0.175312359717807,-1.62156464428487,-1.41771406811906,5.64799584864495
"196","19-14856","Aug_Urb_20-plot2913",1552.71155855257,0.628993920548787,2.23970795071523,-0.931949483570378,0.16531238900082,-1.43338410795974,-0.52395440548877,-0.594024390008712,5.59199900551069
"77","19-10173","Aug_Urb_20-plot1502",1712.27087092791,0.805238392549107,5.11690342532462,-0.0240822713725493,0.0743970505413318,-0.202862384934988,0.0248507139092811,0.641510127156805,5.56123903220823
"652","19-4224","Aug_Urb_20-plot417",1702.29843,-1.04296339960326,10.2515658085868,1.32490350602592,-0.0740520907454325,3.3821765252252,-0.52395440548877,-0.014390912819951,5.55055621122784
"325","19-19159","Aug_Urb_20-plot3917",1609.55456358629,0.266037187667706,1.74691970644673,0.0693511059789671,-0.204122924775952,-1.86280512547219,-1.62156464428487,-1.00586922906388,5.54642427132465
"691","19-7258","Aug_Urb_20-plot1003",1563.68126127837,-1.79899358966401,1.2368606719028,-0.0907931711213337,-0.760596963610168,-4.20519989388845,-1.07275952488682,0.641510127156805,5.5457389351782
"563","19-25764","Aug_Urb_20-plot5919",1863.85221768449,0.636451309694358,4.65085660285884,-0.740992904685271,0.0255703489734334,-1.01240233436225,1.12246095270538,0.229665288101632,5.54260022202275
"428","19-21815","Aug_Urb_20-plot4705",1724.23781935607,-1.17984858550165,2.57262094219742,0.0065738546265095,-0.451719620958476,-1.96942688176358,-1.62156464428487,0.229665288101632,5.50969799884313
"233","19-16139","Aug_Urb_20-plot3302",1979.53271915662,-0.00268393989808402,9.97447487036611,1.55703171160059,0.216631467319178,4.58819701707334,-1.62156464428487,-0.182179550953539,5.4950137037664
"536","19-25245","Aug_Urb_20-plot5706",1568.6674897901,0.687382112624718,1.59634321465411,-0.173064348745982,-0.287386625036786,-2.77609891508956,-0.52395440548877,-0.182179550953539,5.45869682802917
"313","19-18832","Aug_Urb_20-plot3820",1735.20752208187,-0.244667845613307,2.58455579499422,0.113951103614454,-0.281074097806062,-1.95054322381689,-1.07275952488682,-0.182179550953539,5.41711840501521
"364","19-20402","Aug_Urb_20-plot4213",1857.86874347041,0.256872230210369,3.66403410712878,0.39212432927161,-0.255840757027809,-1.09391606808468,-1.07275952488682,0.641510127156805,5.40664395414466
"499","19-23912","Aug_Urb_20-plot5306",1602.57384366986,0.223692257766565,3.57225537552149,0.551941352335461,-0.169663954618256,-0.705959860361872,-1.62156464428487,0.229665288101632,5.40226833469065
"74","19-10151","Aug_Urb_20-plot1419",1733.21303067718,1.14726164828485,8.32591017452965,0.731791396725384,0.290863163321002,2.61636287648436,0.0248507139092811,0.641510127156805,5.36615847976385
"502","19-24047","Aug_Urb_20-plot5312",1695.31769398803,-0.276621931915393,5.32578604114249,0.223499331979156,-0.0886811319278333,0.622320639995849,-1.07275952488682,0.229665288101632,5.3569983060712
"211","19-15327","Aug_Urb_20-plot3101",1738.19925918891,0.266433788553563,6.50070824813231,0.811044048779934,0.101629015291333,2.05011644834295,-1.07275952488682,-1.82955890717423,5.30291389696659
"160","19-13707","Aug_Urb_20-plot2601",1777.0918415804,2.12714823344771,7.46976082870111,0.509063096387393,0.522612104475345,3.27328538292122,-0.52395440548877,0.229665288101632,5.21752454957972
"237","19-16176","Aug_Urb_20-plot3306",1649.44439168012,0.801700885436382,3.70415969122165,0.142738158950237,0.0448633969322811,-0.131271337598776,-1.07275952488682,-0.182179550953539,5.21184772521358
"131","19-12935","Aug_Urb_20-plot2212",1587.61515813468,-0.0636162489634486,4.20295635557073,-0.976108605871275,0.293472916514421,-1.78609158675421,1.67126607210343,0.229665288101632,5.20466602958565
"712","19-8870","Aug_Urb_20-plot1218",1995.48865039415,0.0740030391047171,11.0206944192775,1.72493300997951,0.0749356019289791,3.51197210887598,0.573655833307332,0.229665288101632,5.18971866464165
"212","19-15330","Aug_Urb_20-plot3102",1700.30392249976,0.320741391473028,4.4758948733304,0.504997927876758,-0.0141448147269227,0.472060122233827,-1.07275952488682,-1.82955890717423,5.18935677063671
"319","19-18938","Aug_Urb_20-plot3911",1707.28464241618,-0.355621706886993,3.62802098068424,-0.242512692255559,-0.133441191428692,-0.471737702191575,-1.07275952488682,0.229665288101632,5.17980372454929
"638","19-366","Aug_Urb_20-plot106",1631.49399,-0.687623609375642,0.796595703333608,-0.269255820121714,-0.49984049933618,-3.36166619368275,-1.07275952488682,-0.014390912819951,5.16006316554206
"179","19-13978","Aug_Urb_20-plot2711",1523.79143318454,0.554061733522268,-1.23822785904939,-1.75768437061311,0.168974298008069,-2.68854732868367,-1.62156464428487,-0.182179550953539,5.15214423903178
"429","19-21821","Aug_Urb_20-plot4706",1735.20752208187,1.35074046773862,8.48997367898271,1.08079798205605,0.534425946913242,4.48464890043539,-1.62156464428487,0.641510127156805,5.06108414285625
"545","19-25448","Aug_Urb_20-plot5804",1853.87976066103,0.195870740372399,4.92226330001402,0.968180891756901,-0.158114034507027,0.126335631765755,-1.07275952488682,-0.182179550953539,5.04398655930277
"107","19-11804","Aug_Urb_20-plot1906",1952.60708519327,0.688506507545291,9.47969412925652,1.10972409019732,0.418264434070994,4.17624026581834,-0.52395440548877,0.229665288101632,5.00452111047687
"535","19-25237","Aug_Urb_20-plot5705",1446.00626840156,0.27216574056628,-3.13156937165193,-0.592356048085577,-0.635175210618681,-6.05540779134182,-1.07275952488682,-1.00586922906388,4.9765041702114
"348","19-20203","Aug_Urb_20-plot4110",1673.37828853642,0.0776991759996832,-1.47330750718807,-1.00736559779114,-0.38132020464318,-4.36034780813817,-1.07275952488682,0.229665288101632,4.94859868960249
"75","19-10168","Aug_Urb_20-plot1420",1871.83018330326,1.26504180024119,7.4744375103944,0.919758505820084,0.264709399247554,2.61212352326572,-0.52395440548877,0.641510127156805,4.93865325512875
"118","19-12615","Aug_Urb_20-plot2017",2088.23250071232,1.07630787706312,9.88269221295641,1.13837553669921,0.470384363881923,4.26987758259718,0.0248507139092811,0.229665288101632,4.9303259962569
"666","19-5441","Aug_Urb_20-plot615",1514.81622186342,1.00060019402374,6.80242131763248,1.90016681649936,-0.0980184960172665,2.10580452597229,-1.07275952488682,-2.2414037462294,4.92986053361687
"475","19-23055","Aug_Urb_20-plot5104",1837.9238294235,-0.0452346877934033,2.61808872997591,0.645868046813462,-0.502059641192776,-2.49470270888929,-0.52395440548877,0.229665288101632,4.9108441316184
"102","19-11645","Aug_Urb_20-plot1810",1842.91005793523,-1.25212090667759,2.54892212079946,-0.157474220497988,-0.803104857268178,-5.31647511007715,2.76887631089954,-1.00586922906388,4.87940199440224
"300","19-18151","Aug_Urb_20-plot3806",1828.94861810238,0.832900887435358,7.37436545898319,1.67896166663706,0.102331349301951,2.96501882240025,-1.62156464428487,-0.182179550953539,4.81394494568681
"76","19-10169","Aug_Urb_20-plot1501",1929.67043403932,0.739672905542101,7.3736644270913,0.886463928904647,0.175781457020388,2.32000173487576,-0.52395440548877,1.05335496621198,4.79765088001772
"174","19-13942","Aug_Urb_20-plot2620",1528.77766169627,0.526730912025918,1.38185555827209,-0.395206459680708,-0.0472695520325437,-1.55077930345959,-1.07275952488682,-0.182179550953539,4.70951119005056
"422","19-21731","Aug_Urb_20-plot4618",1555.70329565961,-0.0129087240178691,-1.8645536067548,-0.335559047422009,-0.548027761098373,-4.55513003410999,-1.62156464428487,-0.182179550953539,4.68679064479152
"496","19-23871","Aug_Urb_20-plot5218",1557.6977870643,-0.332220568913066,2.70470957621697,0.307255710488448,-0.347926665295061,-1.41531030718457,-1.07275952488682,0.229665288101632,4.66199709131797
"604","19-27478","Aug_Urb_20-plot6410",1840.91556653054,0.386652641987517,6.62455753084268,1.18086259180353,0.1289189374514,2.1151556973808,-1.07275952488682,-0.014390912819951,4.59822281574391
"214","19-15338","Aug_Urb_20-plot3104",1785.06980719916,-0.106556298911507,5.89815395189282,1.35806847603425,-0.15207086348622,1.86462835466234,-1.62156464428487,-1.41771406811906,4.59817213305511
"236","19-16152","Aug_Urb_20-plot3305",1832.93760091177,0.124310894241852,4.16945830550237,0.744585557416286,-0.0713794207506706,0.600843400111472,-1.62156464428487,-0.182179550953539,4.5532943271188
"241","19-16279","Aug_Urb_20-plot3317",1847.89628644695,0.234235753238366,8.72143976091833,1.66546581268753,0.168030672420961,4.12734814261282,-1.62156464428487,0.641510127156805,4.50693079473284
"378","19-21364","Aug_Urb_20-plot4319",1915.70899420648,-0.0781745439161554,7.78632318316733,1.66786064754368,-0.015733443233108,3.54857844494357,-1.62156464428487,-1.41771406811906,4.50678998003664
"304","19-18157","Aug_Urb_20-plot3810",1521.79694177985,0.396989261096351,0.831993629218431,0.0193892080320097,-0.177494004248279,-1.82856653756744,-1.62156464428487,-0.182179550953539,4.50677512132529
"642","19-3920","Aug_Urb_20-plot315",1767.119445,-0.821724952237439,7.43118380669225,0.578745637941893,0.504902539717151,3.56546571982764,-1.62156464428487,-0.014390912819951,4.50127234529385
"406","19-21575","Aug_Urb_20-plot4520",1795.04226422262,1.19645046075349,0.5630082706151,-0.0633232937420303,-0.31004343249347,-3.29763597246992,0.0248507139092811,0.229665288101632,4.43992573126911
"494","19-23853","Aug_Urb_20-plot5301",1683.35074555988,0.329545575911105,4.69185087249851,1.38789073016488,-0.234375841793897,0.75178342256595,-1.62156464428487,-0.182179550953539,4.38405903974648
"310","19-18813","Aug_Urb_20-plot3817",1655.4278658942,-0.0185955692586646,-0.968244282290527,-0.799076235886332,-0.266508847853108,-2.87936254591611,-1.62156464428487,-0.182179550953539,4.36800624690584
"409","19-21632","Aug_Urb_20-plot4602",1399.1357203913,-2.23239794536057,-5.81225225592082,-1.95043353549067,-1.16152761503701,-10.4218606909644,1.12246095270538,-0.182179550953539,4.36692693288695
"357","19-20342","Aug_Urb_20-plot4204",1847.89628644695,-0.527946893122213,4.9624511726642,0.962205891968154,-0.451497506182984,-1.0340540900571,0.573655833307332,-0.182179550953539,4.24221497862309
"119","19-12622","Aug_Urb_20-plot2019",1885.7916231361,0.266509147887042,10.3868233613217,1.82778700800981,0.207796093756261,4.69108519042791,0.0248507139092811,-1.00586922906388,4.22782233018417
"314","19-18837","Aug_Urb_20-plot3901",1551.71431285022,-0.213200763558717,-2.15868462039483,-0.552467702108174,-0.49647483324223,-4.25804137189726,-1.62156464428487,-0.182179550953539,4.21233360385451
"432","19-21848","Aug_Urb_20-plot4710",1685.34523696458,0.0265207846342506,2.23496437177484,-1.59556640939815,0.0750259879531487,-2.07060586841872,1.67126607210343,0.229665288101632,4.18571464777999
"473","19-23012","Aug_Urb_20-plot5020",1844.90454933992,0.0449774138015115,3.80355295184462,1.2402016652,-0.335847138745482,-0.0891688587863939,-1.62156464428487,0.641510127156805,4.13619596482744
"403","19-21570","Aug_Urb_20-plot4516",1728.22680216545,0.779023010894342,8.22904078461765,1.58168641979131,0.0122133438765122,2.72482185869499,0.0248507139092811,0.641510127156805,4.12681576588004
"289","19-17823","Aug_Urb_20-plot3713",1888.78336024314,1.00864689125365,7.436031350731,1.33185169482383,0.472502552097882,4.06526145070677,-1.62156464428487,0.229665288101632,4.10738997308669
"227","19-16059","Aug_Urb_20-plot3212",1778.08908728274,0.742853660615062,11.9117388620986,1.80629042589192,0.369594604955199,4.85090268319333,1.67126607210343,-0.594024390008712,4.10321260871959
"503","19-24048","Aug_Urb_20-plot5313",1495.86855351885,0.190612982908299,0.0697082479913433,-0.663010766920706,-0.0312989345987624,-2.19095840133568,-1.07275952488682,0.229665288101632,4.03432711056329
"490","19-23829","Aug_Urb_20-plot5214",1709.27913382088,0.0987147734891707,4.12177002884556,0.575233588123865,-0.00555891088511196,0.216845824751886,-0.52395440548877,-0.182179550953539,3.94854729594155
"388","19-21467","Aug_Urb_20-plot4417",1598.58486086048,-0.0506502354087459,-0.41115612532289,-0.924827070285005,-0.391083437932847,-4.19320628801616,0.573655833307332,0.641510127156805,3.94751875017737
"636","19-3538","Aug_Urb_20-plot309",1576.64556,-1.47659372330443,2.54554346337889,-0.271791650973455,-0.280319218212007,-1.31689005539255,-0.52395440548877,-0.014390912819951,3.92348044178644
"229","19-16068","Aug_Urb_20-plot3214",1494.87130781651,0.262209153591037,6.35170445457476,0.658186915475397,-0.00368016649309455,0.849139303866963,1.12246095270538,-0.182179550953539,3.89856674706092
"259","19-16860","Aug_Urb_20-plot3505",1819.97340678127,0.594672962236444,7.32748792344987,1.48950459793949,0.156593632111139,3.3685537657509,-1.07275952488682,-0.182179550953539,3.8850704535029
"72","19-10141","Aug_Urb_20-plot1417",1758.14417323582,1.47438179434084,3.69214145361853,0.670035594399735,0.107974688884898,1.34995680829417,-1.62156464428487,0.641510127156805,3.87052706059072
"173","19-13936","Aug_Urb_20-plot2619",1610.55180928863,1.03128090872747,1.65415786784919,-0.273754648195791,0.0950133552960568,-0.609411733234751,-0.52395440548877,-1.00586922906388,3.82838641639821
"272","19-17333","Aug_Urb_20-plot3607",1580.63443821826,1.06319932286984,7.10193154769291,1.14453055447419,0.55013209352759,3.67731368156333,-1.07275952488682,0.229665288101632,3.82703017595173
"484","19-23251","Aug_Urb_20-plot5118",1813.9899325672,-1.42602488234123,2.42635237743158,0.0878262219193005,-0.417295163033612,-1.25389600501144,-1.07275952488682,0.641510127156805,3.79179171245073
"654","19-4238","Aug_Urb_20-plot420",1594.595835,-1.12585409581661,7.97667064856944,0.985191940276565,-0.0289770025137428,2.63109832907452,0.0248507139092811,-0.014390912819951,3.77620034560576
"167","19-13752","Aug_Urb_20-plot2609",1690.3314654763,1.7272145685977,5.37902163920711,0.605437601394755,0.422952457917677,3.03309463819012,-1.07275952488682,-0.182179550953539,3.72240109654629
"71","19-10136","Aug_Urb_20-plot1416",1848.8935321493,0.865529733386516,6.06558117947745,0.553600318191116,0.0451602539857219,1.16815912373227,1.12246095270538,-0.182179550953539,3.69967053928033
"485","19-23336","Aug_Urb_20-plot5203",1811.9954411625,-0.263381936480052,7.14354501152502,1.10523534383822,0.0240427567048815,3.12330280294023,-1.07275952488682,0.641510127156805,3.69569788960417
"358","19-20348","Aug_Urb_20-plot4206",1636.48019754963,0.115400165766566,2.13823564937391,-0.678943684666734,0.0970376307275576,-0.347677403383628,-0.52395440548877,0.229665288101632,3.68909490377092
"262","19-17009","Aug_Urb_20-plot3509",1768.11663025928,-0.204254109533117,0.334623072474301,0.479637502822072,-0.530411657911746,-2.8129673017028,-1.07275952488682,-0.182179550953539,3.68413022921367
"643","19-3926","Aug_Urb_20-plot317",1558.69497,-1.09218851902855,4.49201435590666,-1.12443280016817,-0.0631057372117994,-1.3429935847367,2.76887631089954,-0.014390912819951,3.64806789860271
"508","19-24106","Aug_Urb_20-plot5407",1862.85497198214,0.239550786490533,-0.946318202368587,-0.0194054514531956,-0.360005118267706,-3.31191799228918,-1.07275952488682,-0.182179550953539,3.62308504724426
"197","19-14925","Aug_Urb_20-plot2914",1144.8380662931,0.825532480388681,-7.11018694232406,-2.84064919560396,-0.0412349264059251,-5.91039664999526,-1.62156464428487,0.229665288101632,3.61777346572897
"274","19-17467","Aug_Urb_20-plot3610",1629.4994776332,0.131664262447025,5.10608447889176,0.966360625325393,0.205136138979827,2.02584465804792,-1.07275952488682,-1.41771406811906,3.60689936865855
"631","19-3502","Aug_Urb_20-plot302",1530.77211,0.223380869869906,0.919958034465367,-1.43107469567502,0.287951989945554,-0.05529160967167,-1.07275952488682,-0.014390912819951,3.59437202783882
"796","US17-IL-108-067-1","Aug_Urb_20-plot6805",1745.17997910533,0.427593249284406,0.206608898837075,0.0565864525360098,-0.337255234754908,-3.20430851874342,0.0248507139092811,-0.182179550953539,3.58882176351579
"230","19-16107","Aug_Urb_20-plot3216",1573.65371830183,0.791664179347684,4.53003675204164,0.279559093275225,0.262263543111831,0.637703950483768,0.573655833307332,-0.594024390008712,3.58345606215133
"714","19-8909","Aug_Urb_20-plot1220",1880.80539462437,-0.225858211285733,3.96415343321516,0.555706688464227,-0.246102838562265,-0.914497741006855,0.573655833307332,0.229665288101632,3.57894322478218
"145","19-13357","Aug_Urb_20-plot2414",1710.27637952322,0.714639648713934,0.913847460065114,0.601623991524292,-0.348312242175492,-1.96302006906454,-1.07275952488682,0.641510127156805,3.54494535505995
"497","19-23904","Aug_Urb_20-plot5304",1522.79418748219,1.61604335944917,3.58152480104604,0.489030081361705,0.381703381342762,1.92374637686183,-1.62156464428487,0.229665288101632,3.54091834480656
"302","19-18153","Aug_Urb_20-plot3808",1484.89885079305,0.29380307170166,1.16736820908679,-0.0404277970652061,-0.029375245508644,-0.512070696459205,-1.62156464428487,-0.182179550953539,3.53387777048529
"667","19-5466","Aug_Urb_20-plot617",1634.48570614493,0.280260535672376,1.35622848508683,-1.49326914937512,0.00533519064390608,-2.75802212998725,2.22007119150148,-0.014390912819951,3.5311765689889
"710","19-8827","Aug_Urb_20-plot1215",1610.55180928863,-0.509936145978848,4.87451583779358,0.940510441725593,-0.0469085119875876,1.81957851812906,-1.62156464428487,-0.182179550953539,3.52656833697276
"650","19-4151","Aug_Urb_20-plot412",1739.196585,0.668667273215881,9.1718191995883,1.27467609947752,0.361067586768613,4.68686009944501,0.0248507139092811,-0.014390912819951,3.52336365156942
"334","19-19276","Aug_Urb_20-plot4011",1883.79713173141,1.4161224486306,7.75041691746905,1.78494029275009,0.269844890889346,4.71856665601877,-1.62156464428487,0.229665288101632,3.51911951527496
"444","19-22124","Aug_Urb_20-plot4814",1665.40032291766,-0.207931492119634,0.368031592853455,-0.132562242778931,-0.314434456606994,-1.96406961653362,-1.07275952488682,-0.014390912819951,3.437054959198
"480","19-23112","Aug_Urb_20-plot5112",1834.93209231646,0.429284141396955,2.75725027963881,0.66840413328049,-0.238529779847303,-1.31158586072247,0.0248507139092811,0.641510127156805,3.42984583208079
"377","19-21360","Aug_Urb_20-plot4318",1713.26811663026,0.281600476257402,0.857796104013119,-0.595591227087567,-0.16912598979752,-2.01736561882494,0.0248507139092811,0.641510127156805,3.42632494235584
"223","19-15751","Aug_Urb_20-plot3118",1719.25159084433,-0.374322637787408,6.4998992549566,0.623329505702685,0.292733293469527,3.402756803792,-1.07275952488682,-0.182179550953539,3.40495603919342
"103","19-11647","Aug_Urb_20-plot1811",1810.00094975781,0.913814406271406,5.97224544482958,0.603973694242029,0.444162052231416,2.66605184997229,0.0248507139092811,-1.00586922906388,3.38574369710765
"479","19-23077","Aug_Urb_20-plot5111",1795.04226422262,-0.866775495963516,-1.91698131166683,0.0492517347770445,-0.820976224441434,-5.40347020380125,-0.52395440548877,0.641510127156805,3.36742628307518
